DOY,ALB
1,0.07768700271844864
2,0.07768700271844864
3,0.07768700271844864
4,0.07768700271844864
5,0.07768700271844864
6,0.07768700271844864
7,0.07768700271844864
8,0.07768700271844864
9,0.07768700271844864
10,0.07768700271844864
11,0.07768700271844864
12,0.07768700271844864
13,0.07768700271844864
14,0.07768700271844864
15,0.07768700271844864
16,0.07768700271844864
17,0.07768700271844864
18,0.07768700271844864
19,0.07768700271844864
20,0.07768700271844864
21,0.07768700271844864
22,0.07768700271844864
23,0.07768700271844864
24,0.07768700271844864
25,0.07768700271844864
26,0.07768700271844864
27,0.07768700271844864
28,0.07768700271844864
29,0.07768700271844864
30,0.07768700271844864
31,0.07768700271844864
32,0.07768700271844864
33,0.07768700271844864
34,0.07768700271844864
35,0.07768700271844864
36,0.07768700271844864
37,0.07768700271844864
38,0.07768700271844864
39,0.07768700271844864
40,0.07768700271844864
41,0.07768700271844864
42,0.07768700271844864
43,0.07768700271844864
44,0.07768700271844864
45,0.07768700271844864
46,0.07768700271844864
47,0.07768700271844864
48,0.07768700271844864
49,0.07768700271844864
50,0.07768700271844864
51,0.07768700271844864
52,0.07768700271844864
53,0.07768700271844864
54,0.07768700271844864
55,0.07768700271844864
56,0.07768700271844864
57,0.07768700271844864
58,0.07768700271844864
59,0.07768700271844864
60,0.07768700271844864
61,0.07768700271844864
62,0.05654900148510933
63,0.05654900148510933
64,0.05654900148510933
65,0.05654900148510933
66,0.05654900148510933
67,0.05654900148510933
68,0.047168001532554626
69,0.043790001422166824
70,0.04735099896788597
71,0.043811000883579254
72,0.04448600113391876
73,0.04292000085115433
74,0.04292000085115433
75,0.04235300049185753
76,0.04235300049185753
77,0.04297500103712082
78,0.0356610007584095
79,0.036740001291036606
80,0.03692900016903877
81,0.03692900016903877
82,0.03592899814248085
83,0.0361189991235733
84,0.03838599845767021
85,0.04040899872779846
86,0.039409998804330826
87,0.03846399858593941
88,0.039409998804330826
89,0.039409998804330826
90,0.039409998804330826
91,0.03884299844503403
92,0.03884299844503403
93,0.037087999284267426
94,0.03538599982857704
95,0.035197000950574875
96,0.036952998489141464
97,0.03614300116896629
98,0.03676600009202957
99,0.03676600009202957
100,0.037199001759290695
101,0.036632001399993896
102,0.03682100027799606
103,0.03700999915599823
104,0.03700999915599823
105,0.037199001759290695
106,0.036010000854730606
107,0.03757699951529503
108,0.03757699951529503
109,0.03763199970126152
110,0.04046899825334549
111,0.040658000856637955
112,0.03890199959278107
113,0.03801000118255615
114,0.037709999829530716
115,0.037709999829530716
116,0.037709999829530716
117,0.03903299942612648
118,0.04062499850988388
119,0.040435999631881714
120,0.04119199886918068
121,0.04119199886918068
122,0.04119199886918068
123,0.04189400002360344
124,0.04246100038290024
125,0.04246100038290024
126,0.04246100038290024
127,0.04246100038290024
128,0.04032599925994873
129,0.04165099933743477
130,0.04165099933743477
131,0.04165099933743477
132,0.041460998356342316
133,0.040029000490903854
134,0.03776000067591667
135,0.03776000067591667
136,0.03889499977231026
137,0.032600000500679016
138,0.032600000500679016
139,0.026304999366402626
140,0.026628000661730766
141,0.02619599923491478
142,0.02714099921286106
143,0.028085999190807343
144,0.0255730003118515
145,0.0255730003118515
146,0.024816999211907387
147,0.024816999211907387
148,0.024816999211907387
149,0.024195000529289246
150,0.024195000529289246
151,0.024195000529289246
152,0.02470799908041954
153,0.024517999961972237
154,0.024707000702619553
155,0.02432899922132492
156,0.02432899922132492
157,0.024517999961972237
158,0.024517999961972237
159,0.026298999786376953
160,0.026298999786376953
161,0.026298999786376953
162,0.025109000504016876
163,0.02529899962246418
164,0.02529899962246418
165,0.025109000504016876
166,0.025109000504016876
167,0.025109000504016876
168,0.025109000504016876
169,0.020705999806523323
170,0.020705999806523323
171,0.020705999806523323
172,0.020705999806523323
173,0.020705999806523323
174,0.022273000329732895
175,0.021462000906467438
176,0.02008499950170517
177,0.021841000765562057
178,0.021841000765562057
179,0.021841000765562057
180,0.021841000765562057
181,0.021462999284267426
182,0.021462999284267426
183,0.020462999120354652
184,0.021462999284267426
185,0.021463999524712563
186,0.021220000460743904
187,0.02140899933874607
188,0.02140899933874607
189,0.02140899933874607
190,0.021220000460743904
191,0.020462999120354652
192,0.01946300081908703
193,0.020841000601649284
194,0.01946300081908703
195,0.019651999697089195
196,0.019651999697089195
197,0.019651999697089195
198,0.019651999697089195
199,0.019651999697089195
200,0.019651999697089195
201,0.018838999792933464
202,0.02121799997985363
203,0.02121799997985363
204,0.02121799997985363
205,0.021784000098705292
206,0.021784000098705292
207,0.02235100045800209
208,0.02235100045800209
209,0.02235100045800209
210,0.022161999717354774
211,0.02259499952197075
212,0.02259499952197075
213,0.021459000185132027
214,0.020082000643014908
215,0.020082000643014908
216,0.019569000229239464
217,0.02264999970793724
218,0.023649999871850014
219,0.023649999871850014
220,0.023649999871850014
221,0.023649999871850014
222,0.02264999970793724
223,0.02264999970793724
224,0.02421800047159195
225,0.024731000885367393
226,0.024731000885367393
227,0.02505500055849552
228,0.02505500055849552
229,0.02486499957740307
230,0.02486499957740307
231,0.02486499957740307
232,0.02392200008034706
233,0.021787000820040703
234,0.02197599969804287
235,0.022165000438690186
236,0.02335299924015999
237,0.022352999076247215
238,0.02102999947965145
239,0.022597000002861023
240,0.022597000002861023
241,0.02278600074350834
242,0.02221900038421154
243,0.020462999120354652
244,0.021462999284267426
245,0.021462999284267426
246,0.021462999284267426
247,0.01970599964261055
248,0.020138999447226524
249,0.019571999087929726
250,0.019571999087929726
251,0.018949000164866447
252,0.019138000905513763
253,0.020949000492691994
254,0.02051600068807602
255,0.02051600068807602
256,0.02284100092947483
257,0.022273000329732895
258,0.023652000352740288
259,0.023895999416708946
260,0.023895999416708946
261,0.02432899922132492
262,0.02432899922132492
263,0.02759999968111515
264,0.02759999968111515
265,0.030379999428987503
266,0.030812999233603477
267,0.030433999374508858
268,0.03143500164151192
269,0.030679000541567802
270,0.03086799941956997
271,0.029867999255657196
272,0.03573000058531761
273,0.03591899946331978
274,0.03181200101971626
275,0.03167799860239029
276,0.03148899972438812
277,0.03129899874329567
278,0.03173200041055679
279,0.03059699945151806
280,0.03059699945151806
281,0.02970699965953827
282,0.02970699965953827
283,0.029273999854922295
284,0.029249999672174454
285,0.029872000217437744
286,0.029872000217437744
287,0.029872000217437744
288,0.030061999335885048
289,0.029440000653266907
290,0.03076300024986267
291,0.03100699931383133
292,0.03287399932742119
293,0.033062998205423355
294,0.03325200080871582
295,0.03600800037384033
296,0.03600800037384033
297,0.03600800037384033
298,0.05431399866938591
299,0.03550799936056137
300,0.030316999182105064
301,0.03169500082731247
302,0.030695000663399696
303,0.030507000163197517
304,0.02788200043141842
305,0.029071999713778496
306,0.029071999713778496
307,0.029071999713778496
308,0.03030800074338913
309,0.031029000878334045
310,0.03202800080180168
311,0.030650999397039413
312,0.030650999397039413
313,0.031651001423597336
314,0.03100300021469593
315,0.029245000332593918
316,0.029976999387145042
317,0.029976999387145042
318,0.030087999999523163
319,0.030519999563694
320,0.030331000685691833
321,0.029763000085949898
322,0.029763000085949898
323,0.029763000085949898
324,0.03195299953222275
325,0.03138599917292595
326,0.031817998737096786
327,0.031817998737096786
328,0.031817998737096786
329,0.030306000262498856
330,0.030306000262498856
331,0.02743699960410595
332,0.02743699960410595
333,0.02743699960410595
334,0.02719300054013729
335,0.02719300054013729
336,0.028571000322699547
337,0.028192000463604927
338,0.028192000463604927
339,0.028192000463604927
340,0.028192000463604927
341,0.02738099917769432
342,0.028380999341607094
343,0.028380999341607094
344,0.028380999341607094
345,0.026381000876426697
346,0.026381000876426697
347,0.028380999341607094
348,0.028380999341607094
349,0.028380999341607094
350,0.028380999341607094
351,0.028380999341607094
352,0.028380999341607094
353,0.028380999341607094
354,0.028380999341607094
355,0.028380999341607094
356,0.028380999341607094
357,0.028380999341607094
358,0.028380999341607094
359,0.028380999341607094
360,0.028380999341607094
361,0.028380999341607094
362,0.028380999341607094
363,0.028380999341607094
364,0.028380999341607094
365,0.028380999341607094
